,ID,Created_at,Location,text,label
30777,93127,5/17/2011 13:49,42.21565 93.35842,...and then there is the 'sinus headache' that's kicking in again :(,1
30832,93337,5/18/2011 9:42,42.21641 93.34773,I am unwell gonna be a rough day,1
30977,93787,5/19/2011 11:26,42.22148 93.35682,today has just been terrible I caught a problems breathing right now,1
30978,93787,5/18/2011 21:03,42.22731 93.33776,I live such a dreadful life need to sleep this headache has me wishing I was somewhere else,1
31458,95355,5/20/2011 15:18,42.21926 93.39251,had a terrible day and has been a horrible night this flu is killing me,1
31476,95397,5/19/2011 4:09,42.26704 93.30139,this headache is draining me wish i was feeling better for tonight,1
31505,95445,5/20/2011 3:58,42.22354 93.37623,this problems breathing right now getting really annoying tonight has just been terrible,1
31664,96068,5/20/2011 14:23,42.22066 93.45705,this pneumonia is killing me and the whole day has just been terrible,1
31666,96068,5/18/2011 20:10,42.22151 93.2662,good evening... I caught a fever,1
31668,96074,5/19/2011 20:57,42.24631 93.20944,hope they get well soon. Ashley has come down with a case of the chills,1
31848,96585,5/18/2011 15:49,42.20768 93.35283,I need to get rid of this cough before it gets worse,1
31891,96700,5/20/2011 13:35,42.19298 93.47055,this really bad diarrhea causing me to lose my mind and hurts to move,1
31954,96844,5/18/2011 21:44,42.21939 93.35855,this headache is getting really annoying need medicine so I can go to bed,1
32033,97093,5/20/2011 19:19,42.22816 93.34319,im going to bed this fever is making it tough to have a life,1
32188,97544,5/18/2011 10:11,42.21843 93.3984,I so need to lay down this shortness of breath had me down for the count,1
32190,97544,5/18/2011 19:45,42.27164 93.3121,these chills is getting really annoying can't stand this feeling tonight,1
32285,97810,5/19/2011 10:42,42.22155 93.39738,this a dry cough is making me crazy and today blows,1
32342,98022,5/19/2011 20:52,42.20002 93.49382,someone care to make me soup for my upset stomach I have cramps,1
32378,98093,5/18/2011 10:45,42.21815 93.34598,I live such a dreadful life need to sleep these sweats has me wishing I was somewhere else,1
32516,98569,5/18/2011 21:25,42.22199 93.35718,night everyone this fever makes me beg for sleeep,1
32530,98621,5/18/2011 14:11,42.21851 93.3645,I live such a dreadful life need to sleep this fatigue is causing me to lose my mind,1
32776,99367,5/18/2011 15:21,42.24778 93.44309,CROWD PLEASERS; Fangs and Other Fluff  Completely Guilt Free,0
32896,99669,5/18/2011 9:30,42.2288 93.34684,this fever makes me feel like crap just wanna go to sleep,1
32973,100050,5/19/2011 14:12,42.2755 93.37399,Austin has come down with a the flu hope they have medicine medicine,1
33099,100531,5/20/2011 7:48,42.23393 93.24978,Troy has come down with a case of the chills I hate this,1
33148,100676,5/18/2011 16:50,42.22668 93.34648,gonna be a rough day I have caught a headache,1
33150,100676,5/18/2011 20:23,42.22749 93.30496,dont feel like eatting this fever makes me feel like crap,1
33205,100866,5/20/2011 6:58,42.22493 93.34308,this fever has me begging for mercy and night everyone,1
33224,100889,5/18/2011 15:18,42.2221 93.33685,these sweats is making it tough to have a life later everyone,1
33366,101343,5/18/2011 16:30,42.22538 93.24938,does it get any worse these chills had me down for the count,1
33505,101673,5/20/2011 4:50,42.22593 93.28182,this flu is dreadful and not feeling good tonight,1
33557,101869,5/20/2011 11:23,42.1782 93.20904,Watching the sickly can be so depressing. Brian is having difficulty breathing,1
33633,102159,5/19/2011 10:40,42.22562 93.38999,later tweeps this flu had me down for the count,1
33721,102391,5/20/2011 20:46,42.20599 93.44406,this case of the chills is killing me well they saying goes it could always be worse...,1
33910,102951,5/19/2011 7:06,42.23216 93.36002,My newly filled tooth is aching.,1
33916,102976,5/19/2011 14:42,42.17643 93.39197,Gabriella has caught a the flu hopefully they get plenty of rest,1
34167,103602,5/20/2011 8:40,42.17281 93.39111,this flu has me wishing I was somewhere else this night isn't going to be fun,1
34776,105243,5/20/2011 9:16,42.25256 93.41999,this pneumonia is ruining my social life and of all peeps why me,1
34904,105716,5/19/2011 19:46,42.21307 93.5645,night everyone this flu getting really annoying,1
35130,106351,5/18/2011 9:50,42.2466 93.35083,Alyssa has a cold If only I was a doctor...,1
35154,106401,5/20/2011 13:22,42.27727 93.40555,just want them to feel better. Matthew has caught the flu,1
35181,106464,5/18/2011 10:18,42.20621 93.27214,I hate this. Jonathan has caught a fever,1
35220,106547,5/19/2011 13:13,42.21122 93.33685,someone please find me a nurse for the day I have the flu,1
35244,106611,5/20/2011 3:24,42.27579 93.4355,This cough is tu much... *****coughs*****,1
35281,106711,5/20/2011 22:32,42.2984 93.5303,I have come down with the flu going to try to nap,1
35501,107432,5/18/2011 10:41,42.22076 93.38688,this fever is digging my grave need medicine so I can get through the day,1
35530,107493,5/18/2011 10:17,42.22042 93.40192,laying down isn't even helping I have caught a fever,1
35553,107598,5/20/2011 14:57,42.22331 93.36081,Ugh.  Down with the flu. Becoming best buddies with my couch. Reality TV is almost bearable in a marathon.,1
35648,107842,5/20/2011 22:12,42.22862 93.39596,ER here I come this short breath every minute is out of control,1
35654,107849,5/19/2011 18:52,42.27226 93.55812,hope they get well soon. Eric has caught a fever,1
35816,108388,5/20/2011 6:19,42.22331 93.34044,Daniel has the flu oh the suffering...,1
35827,108438,5/18/2011 22:26,42.17454 93.55194,Night everyone this headache had me down for the count,1
35940,108755,5/20/2011 3:24,42.22245 93.3637,I have caught a fever need to go to the doctor's office tomorrow,1
35949,108786,5/18/2011 14:59,42.22499 93.3333,I have caught a cold c ya everyone,1
35959,108828,5/18/2011 19:59,42.21594 93.36641,Andrew has caught a cold wish they were feeling better,1
36231,109628,5/20/2011 16:12,42.25713 93.48019,oh the agony... this pneumonia makes me beg for sleeeeeeeep,1
36387,110095,5/20/2011 17:14,42.26842 93.45508,Jim has come down with a pneumonia home is where they are staying for their sake,1
36395,110145,5/19/2011 8:19,42.22331 93.35722,oh the suffering.... Ava has come down with a case of the chills,1
36421,110228,5/19/2011 7:36,42.23024 93.30239,this fever has me wishing I was somewhere else hope i feel well in the morning,1
36452,110340,5/18/2011 13:50,42.17555 93.20904,can't stand this. James is unwell,1
36470,110452,5/20/2011 21:39,42.22744 93.54414,Cooper is having difficulty breathing I think they are laying down,1
36531,110697,5/19/2011 3:22,42.2466 93.34763,being sick sucks. Willow is unwell,1
36611,110924,5/20/2011 18:23,42.20596 93.44503,this flu has me wishing I was somewhere else had a terrible day and has been a horrible night,1
36688,111159,5/19/2011 22:17,42.19038 93.55678,I so need to lay down this heartburn getting really annoying,1
36953,111961,5/19/2011 17:11,42.23186 93.33046,Anna is unwell oh the suffering...,1
36971,112000,5/20/2011 13:46,42.23186 93.31368,I hate this. Emma has caught a case of the chills,1
37100,112381,5/19/2011 7:15,42.27963 93.44349,can't stand this. Matthew has caught a case of the chills,1
37254,112911,5/19/2011 20:52,42.16433 93.55262,this a dry cough is making me crazy not feeling good tonight,1
37271,113008,5/18/2011 17:20,42.22851 93.34813,sick sick and sicker this cold has me wishing I was somewhere else,1
37339,113194,5/19/2011 7:12,42.21712 93.35043,wish they were feeling better. He has caught a the sweats,1
37423,113367,5/19/2011 5:16,42.21093 93.372,just want them to feel better. Madison has caught a fever,1
37508,113643,5/20/2011 10:00,42.22623 93.37275,getta pass out this atrocious cough is killing me,1
37510,113643,5/19/2011 13:38,42.24189 93.25018,I have come down with a fever today blows,1
37668,114115,5/19/2011 8:33,42.1726 93.38837,had a severe cold night. froze water an inch thick of ice.,1
38076,115324,5/19/2011 10:42,42.24985 93.20544,I am case of the chills later tweeps,1
38077,115324,5/19/2011 0:25,42.22718 93.33743,night tweeps this shortness of breath is making me crazy,1
38153,115535,5/19/2011 5:48,42.23258 93.28127,if anyone needs me I will be at home this fatigue getting really annoying,1
38165,115575,5/19/2011 18:17,42.22862 93.3716,not feeling good tonight this case of the chills causing me to lose my mind,1
38205,115672,5/18/2011 11:33,42.22252 93.35491,this headache is making it tough to have a life does it get any worse,1
38261,115815,5/19/2011 3:25,42.21946 93.36547,these sweats is making it tough to have a life and hope i feel well in the morning,1
38269,115848,5/19/2011 8:05,42.2164 93.33947,this a dry cough getting really annoying and of all peeps why me,1
38545,116783,5/19/2011 16:59,42.2217 93.38774,this case of the chills is dreadful and wonder if I'll be able to go to work...,1
38649,117153,5/18/2011 18:53,42.21981 93.39649,these sweats is killing me and gonna tweet it up today,1
38881,117750,5/18/2011 21:15,42.29614 93.3712,want this cold to go away this fever is making me crazy,1
39117,118417,5/19/2011 11:55,42.22382 93.37258,good morning this chills is killing me,1
39138,118454,5/20/2011 6:24,42.2868 93.30927,this a dry cough cant get any worse and tonight is not cool,1
39173,118543,5/20/2011 23:57,42.20405 93.44188,good evening this flu makes me wish I wasn't here right now,1
39286,118891,5/20/2011 20:36,42.23953 93.35602,I think they are laying down. Isaac has the flu,1
39339,119021,5/19/2011 19:30,42.17397 93.46599,I hate this this flu has me wishing I was somewhere else,1
39353,119060,5/19/2011 19:26,42.17643 93.46187,Grace has caught a some fatigue I think they are laying down,1
39497,119676,5/20/2011 6:24,42.17277 93.48858,I so need to lay down this bad diarrhea is killing me,1
39610,119980,5/19/2011 13:15,42.18999 93.33965,Ella has caught a case of the chills I hate this,1
39747,120451,5/19/2011 18:47,42.19419 93.32193,wonder if I'll be able to fall asleep... this a headache had me down for the count,1
39776,120570,5/20/2011 22:29,42.18814 93.47756,this night isn't going to be fun this fever is out of control,1
39832,120672,5/20/2011 14:27,42.21741 93.24698,this pneumonia had me down for the count and ER here I come,1
39920,120874,5/18/2011 22:34,42.21818 93.3668,if anyone needs me I will be at home I have caught a shortness of breath,1
39970,121012,5/20/2011 21:41,42.18286 93.29714,if anyone needs me I will be at home this pneumonia has me wishing I was somewhere else,1
40101,121381,5/18/2011 11:23,42.24041 93.20624,these chills makes me want soup and going to sleep,1
40168,121603,5/19/2011 8:28,42.22438 93.3398,this case of the chills is killing me hey everyone feeling terrible today,1
40226,121769,5/20/2011 16:52,42.22567 93.34404,hope they get well soon. Ethan has caught a pneumonia,1
40339,122060,5/19/2011 22:38,42.2185 93.4394,Dear Jesus  I really need a break from this constant nausea. And some sleep. Amen.,1
40341,122060,5/17/2011 11:27,42.29584 93.25098,place cold no bombonaught.....le me go lite the fire place c....my gosh,0
40508,122603,5/19/2011 23:09,42.2833 93.30174,I have caught a case of the chills getta pass out,1
40767,123299,5/19/2011 22:14,42.28995 93.38358,I think they are laying down. Samuel has caught a fever,1
40876,123578,5/19/2011 8:47,42.21712 93.37423,this chills had me down for the count and later everyone,1
40932,123750,5/18/2011 8:29,42.21871 93.39174,wow this blows... this fatigue is ruining my social life,1
40954,123791,5/19/2011 4:35,42.23687 93.32207,hopefully they get plenty of rest. Cameron has a some fatigue,1
40966,123825,5/20/2011 6:12,42.28523 93.44868,Seth has come down with a the flu This is when I wish I had superpowers,1
41057,124171,5/18/2011 9:41,42.20957 93.28291,gonna tweet it up today these chills is digging my grave,1
41061,124177,5/18/2011 18:21,42.28316 93.49022,Xavier is unwell I think they are laying down,1
41208,124679,5/18/2011 19:51,42.21407 93.46482,this headache is digging my grave want this cold to go away,1
41425,125319,5/18/2011 21:58,42.21833 93.36319,neeeed sleep this fever is getting really annoying,1
41531,125602,5/18/2011 21:48,42.27343 93.33765,got ice on my ankle cuz this hoe is fat... and its makin me cold a.f.!!,1
41885,126700,5/18/2011 8:53,42.22057 93.36058,this fever is ruining my social life need medicine so I can get through the day,1
42033,127061,5/19/2011 14:32,42.17555 93.46706,1st day of teaching has gone grt. Talking about the Gospel ur te is making new czech friends,1
42309,127888,5/18/2011 8:22,42.27167 93.33166,Isabella has come down with a headache I think they are laying down,1
42359,128056,5/20/2011 2:23,42.2242 93.33925,Christopher has come down with a the flu can't stand this,1
42385,128106,5/20/2011 2:58,42.22744 93.46107,wish they were feeling better. Nick has the flu,1
42410,128150,5/20/2011 10:27,42.2239 93.35362,Sophia has caught a case of the chills can't stand this,1
42464,128395,5/18/2011 17:22,42.21854 93.36583,I hope this doesn't turn into something worse... this shortness of breath is digging my grave,1
42679,128912,5/18/2011 18:37,42.22535 93.34079,I have a sweats going to sleep,1
42825,129334,5/20/2011 12:34,42.22862 93.34644,Christian has caught the flu I hate this,1
42851,129405,5/19/2011 15:32,42.21506 93.39277,being sick sucks. Samuel has come down with a some fatigue,1
42949,129706,5/20/2011 19:47,42.16944 93.29915,of all peeps why me this fever getting really annoying,1
43514,131416,5/18/2011 11:11,42.19707 93.40155,William has come down with a fever wish they were feeling better,1
43804,132286,5/20/2011 5:14,42.27432 93.38837,Grace has come down with a pneumonia If only I was a doctor...,1
43806,132299,5/18/2011 11:43,42.2199 93.3974,wish i was feeling better today I have caught a sweats,1
44061,133032,5/19/2011 21:57,42.27007 93.3701,i dont think tonight could possibly get worse this aching muscles is killing me,1
44288,133625,5/19/2011 23:30,42.23182 93.28941,this night isn't going to be fun this a headache cant get any worse,1
44384,133904,5/20/2011 15:36,42.23805 93.35882,I think they are laying down. Eric has come down with a pneumonia,1
44621,134566,5/19/2011 6:53,42.2262 93.45663,wow this blows... this cold getting really annoying,1
44632,134591,5/18/2011 3:12,42.23864 93.32646,This is when I wish I had superpowers. Zoe has caught a cold,1
44726,134894,5/20/2011 18:43,42.2752 93.2318,Olivia has caught a case of the chills oh the suffering...,1
44920,135558,5/18/2011 22:18,42.22577 93.32858,was going to be a good night... I caught a fever,1
45198,136183,5/20/2011 21:55,42.21259 93.26701,this case of the chills getting really annoying im going to bed,1
45272,136365,5/20/2011 14:44,42.20326 93.33965,just want them to feel better. Adam has caught the flu,1
45329,136522,5/19/2011 11:02,42.21943 93.39289,this chills wont let up and hey everyone feeling terrible today,1
45390,136713,5/18/2011 10:29,42.22862 93.38078,too tired to even move I have a headache,1
45874,138236,5/19/2011 4:57,42.22065 93.36178,this shortness of breath makes me feel like crap and just want to sleep all night,1
46181,139205,5/18/2011 5:47,42.17083 93.31169,just want them to feel better. Alexis has caught a cold,1
46195,139274,5/18/2011 18:53,42.22075 93.3581,gonna be a rough day I have caught a fatigue,1
46217,139388,5/20/2011 21:17,42.26325 93.50565,I caught pneumonia not gonna be a fun day,1
46243,139436,5/20/2011 1:59,42.27179 93.37088,this a headache had me down for the count and need to go to the doctor's office tomorrow,1
46324,139737,5/18/2011 20:30,42.22511 93.28944,LOVES having a fever. Uuugggh.,1
46679,140788,5/18/2011 11:36,42.2068 93.23939,this shortness of breath is draining me and gonna be a rough day,1
46681,140788,5/20/2011 3:43,42.22335 93.33297,this a headache is killing me hey everyone feeling terrible tonight,1
46796,141170,5/19/2011 10:27,42.21805 93.36434,this aching muscles had me down for the count and not feeling good today,1
46868,141410,5/19/2011 13:17,42.21632 93.36443,i dont think today could possibly get worse this aching muscles had me down for the count,1
47237,142444,5/18/2011 15:48,42.20709 93.27015,these sweats had me down for the count and gonna be a rough day,1
47251,142526,5/19/2011 12:27,42.2814 93.44829,hope they get well soon. Joseph is coughing,1
47393,142956,5/18/2011 19:01,42.22868 93.3421,well my night is totally ruined this headache is making it tough to have a life,1
47451,143143,5/19/2011 11:35,42.22031 93.39045,this flu had me down for the count and i dont think today could possibly get worse,1
47530,143378,5/20/2011 14:01,42.20106 93.49363,this short breath every minute is making me crazy and today is not cool,1
47540,143397,5/19/2011 11:43,42.18734 93.53376,home is where they are staying for their sake. Johsua has caught a some fatigue,1
47714,143955,5/20/2011 15:59,42.21447 93.41993,Cooper has caught a pneumonia hope they have medicine medicine,1
47808,144153,5/19/2011 8:01,42.21979 93.36545,this a dry cough getting really annoying and so much for a good day,1
47930,144515,5/19/2011 4:30,42.22238 93.38765,these chills is draining me wish i was feeling better for tonight,1
47970,144640,5/19/2011 6:41,42.23717 93.32327,My best wishes going out. Nick has come down with a some fatigue,1
48045,144855,5/18/2011 1:59,42.22508 93.33166,My best wishes going out. Jordan has come down with a fever,1
48144,145181,5/19/2011 4:48,42.27638 93.503,Jonathan has caught a the sweats oh the suffering...,1
48381,145890,5/18/2011 14:46,42.22339 93.34464,this cold is making it tough to have a life and want this cold to go away,1
48693,147004,5/20/2011 12:37,42.16785 93.34054,of all peeps why me this pneumonia is ruining my social life,1
48717,147058,5/20/2011 22:12,42.21329 93.48543,Alexis is having difficulty breathing oh the suffering...,1
49104,148435,5/20/2011 14:12,42.23393 93.34444,hopefully they get plenty of rest. Alexander has come down with a case of the chills,1
49145,148507,5/18/2011 15:52,42.2068 93.24858,laying down isn't even helping these chills is causing me to lose my mind,1
49149,148525,5/20/2011 23:57,42.26129 93.56009,just wanna go to sleep this case of the chills had me down for the count,1
49524,149644,5/20/2011 16:15,42.24189 93.42632,hope they have medicine medicine. Johan has caught a case of the chills,1
49853,150646,5/20/2011 4:27,42.19648 93.41434,Benjamin has caught a pneumonia they said it hurts to move,1
50092,151462,5/20/2011 20:15,42.25574 93.49222,Ryan has come down with a pneumonia being sick sucks,1
50260,152015,5/19/2011 23:05,42.21895 93.26058,just wanna go to sleep I have come down with a fever,1
50428,152453,5/18/2011 22:51,42.21574 93.33651,this headache is horrible dont feel like eatting,1
50595,152986,5/18/2011 23:56,42.20102 93.55167,I have come down with a fever hope i feel well in the morning,1
50698,153341,5/18/2011 19:38,42.22412 93.3335,good night all this cold makes me want soup,1
50706,153357,5/18/2011 16:13,42.22589 93.27837,neeeed rest this fever had me down for the count,1
50864,153776,5/19/2011 9:53,42.22024 93.40036,of all peeps why me this flu is making me crazy,1
50886,153852,5/19/2011 12:41,42.23334 93.35362,Jacob has come down with a fever wish they were feeling better,1
51388,155484,5/18/2011 14:50,42.21889 93.39234,this fever is making me crazy goodbye all,1
51392,155485,5/19/2011 21:29,42.29113 93.37519,just want them to feel better. Seth has caught a the sweats,1
51451,155606,5/20/2011 1:55,42.18954 93.44263,so much for a good night I have a fever,1
51452,155616,5/20/2011 22:32,42.22655 93.45947,Kayla has come down with a the flu Watching the sickly can be so depressing,1
51456,155637,5/18/2011 18:21,42.17882 93.43706,I have come down with a cold wish i was feeling better for tonight,1
51552,155978,5/17/2011 20:36,42.20768 93.35003,is hoping for a flu free week!,1
51574,156075,5/19/2011 4:28,42.2095 93.48523,this nausea has me wishing I was somewhere else the bathroom is calling for me,1
51840,156964,5/19/2011 23:46,42.17745 93.55662,had a terrible day and has been a horrible night this problems breathing right now is killing me,1
51921,157307,5/20/2011 21:44,42.17466 93.20305,being sick sucks. Christopher has come down with a the flu,1
51969,157462,5/20/2011 14:00,42.20061 93.49689,ER here I come this fever is out of control,1
51975,157466,5/19/2011 12:35,42.21935 93.34816,today blows I am aching muscles,1
51997,157577,5/18/2011 6:20,42.23393 93.34284,I think they are laying down. Seth is unwell,1
52123,157998,5/18/2011 23:15,42.21818 93.36232,these sweats is ruining my social life want this cold to go away,1
52182,158183,5/19/2011 17:57,42.21732 93.36066,this aching muscles wont let up well the saying goes it could always be worse...,1
52383,158867,5/20/2011 9:33,42.2466 93.54175,they said it hurts to move. Isabella has come down with a pneumonia,1
52471,159062,5/20/2011 12:52,42.22508 93.51499,The walls start breathing. My mind's unweaving. Maybe it's best you leave me alone. A weight is lifted on this evening. - AllAmericanRej,0
52473,159080,5/20/2011 10:51,42.17147 93.49712,this bad case of diarrhea getting really annoying can't stand this,1
52490,159138,5/20/2011 21:04,42.20208 93.49062,I just got bad diarrhea wish i was feeling better,1
52977,160610,5/19/2011 1:19,42.17706 93.55475,these sweats makes me beg for sleeep and don't plan on leaving the house anytime soon,1
52994,160696,5/19/2011 8:06,42.21325 93.34369,this case of the chills causing me to lose my mind and getta pass out,1
53046,160836,5/20/2011 7:29,42.21417 93.35283,If only I was a doctor.... Andrew has a pneumonia,1
53103,161019,5/19/2011 21:52,42.17859 93.29518,i dont think tonight could possibly get worse this a headache is dreadful,1
53229,161341,5/19/2011 21:15,42.22018 93.40023,this a dry cough had me down for the count and need to go to the doctor's office tomorrow,1
53905,163132,5/20/2011 4:52,42.25545 93.28533,Anthony has come down with a the flu I hate this,1
53972,163312,5/18/2011 19:05,42.21152 93.33126,this fever is making me crazy and if anyone needs me I will be at home,1
54058,163646,5/19/2011 6:38,42.28316 93.47265,Matthew has a the flu If only I was a doctor...,1
54106,163781,5/20/2011 21:16,42.23967 93.32955,this fever is making it tough to have a life morning everyone,1
54253,164242,5/18/2011 13:34,42.21447 93.38438,I live such a dreadful life need to sleep I have a shortness of breath,1
54298,164386,5/19/2011 19:26,42.21876 93.33371,this chills is so annoying good evening,1
54302,164387,5/20/2011 5:22,42.2214 93.34268,this aching muscles has me wishing I was somewhere else tonight has just been terrible,1
54338,164482,5/18/2011 9:31,42.21937 93.3431,don't plan on leaving the house anytime soon this shortness of breath makes me beg for sleeep,1
54380,164577,5/19/2011 17:21,42.18999 93.53216,Adam has a the flu I hate this,1
54556,164996,5/20/2011 15:18,42.28877 93.33805,Sarah has the flu just want them to feel better,1
54561,165000,5/19/2011 23:04,42.22229 93.54812,i dont think tonight could possibly get worse this a dry cough had me down for the count,1
54571,165063,5/19/2011 9:01,42.22443 93.34404,this a dry cough is dreadful and this day isn't going to be fun,1
54785,165768,5/20/2011 20:23,42.21388 93.39037,Christopher has come down with a case of the chills This is when I wish I had superpowers,1
54850,165987,5/19/2011 15:10,42.21939 93.37069,this aching muscles is dreadful and getta pass out,1
54945,166296,5/18/2011 19:49,42.22782 93.33653,these sweats had me down for the count and neeeed sleep,1
55110,166838,5/18/2011 2:23,42.24159 93.35482,being sick sucks. Matt has caught a cold,1
55149,166975,5/20/2011 20:29,42.20247 93.50925,I really need to see a doctor this vomitting everywhere getting really annoying,1
55224,167231,5/20/2011 8:13,42.241 93.33166,Noah has caught the flu can't stand this,1
55417,167946,5/20/2011 20:08,42.21653 93.45108,this bad diarrhea had me down for the count going to try to nap,1
55496,168173,5/20/2011 2:08,42.28122 93.28209,this a headache cant get any worse and not gonna be a fun night,1
55683,168668,5/20/2011 17:49,42.2572 93.4789,this fever is making me crazy and not gonna be a fun day,1
55721,168796,5/19/2011 18:43,42.24493 93.39568,tonight is not cool I am coughing from shortness of breath,1
55832,169167,5/19/2011 15:11,42.22658 93.32613,not feeling good today this chills causing me to lose my mind,1
56087,169976,5/20/2011 4:37,42.28375 93.27454,Payton has come down with a case of the chills wish they were feeling better,1
56088,169987,5/19/2011 16:52,42.28965 93.39756,Payton has come down with a the sweats just want them to feel better,1
56266,170555,5/20/2011 1:44,42.25412 93.50943,thanks for trying to cheer me up tonight everyone this a dry cough has me begging for mercy,1
56773,172104,5/19/2011 16:51,42.25221 93.46546,Nathan has caught a fever I think they are laying down,1
56925,172518,5/20/2011 21:15,42.22102 93.38792,this short breath every minute causing me to lose my mind and im going to bed,1
57128,173178,5/18/2011 19:58,42.23181 93.46273,wish i was feeling better for tonight this shortness of breath is draining me,1
57327,173747,5/20/2011 13:21,42.23334 93.3712,Tyler has caught a pneumonia I hate this,1
57505,174370,5/19/2011 11:35,42.21944 93.39579,well the saying goes it could always be worse... I have the flu,1
57540,174508,5/20/2011 10:41,42.25529 93.48168,this short breath every minute has me wishing I was somewhere else im going to bed,1
58042,176167,5/20/2011 9:15,42.21152 93.3732,home is where they are staying for their sake. Brian has the flu,1
58044,176182,5/17/2011 21:23,42.25073 93.29571,The most refreshing thing the world has to offer is a cold crisp Coca-Cola. &lt;-- Let's hear it for alliteration.,1
58055,176206,5/20/2011 19:18,42.24366 93.43471,David has caught a pneumonia I hate this,1
58163,176490,5/20/2011 13:38,42.21211 93.2342,Eric has caught a case of the chills just want them to feel better,1
58382,177114,5/18/2011 23:27,42.21725 93.38027,this shortness of breath is horrible and being sick sucks especially tonight,1
58520,177564,5/18/2011 9:37,42.20326 93.38598,Nick has a fever This is when I wish I had superpowers,1
58685,177993,5/18/2011 18:53,42.18271 93.5373,gonna be a rough night these chills is causing me to lose my mind,1
58738,178228,5/18/2011 20:10,42.18437 93.54155,I caught a fatigue I hope this doesn't turn into something worse...,1
58851,178542,5/19/2011 13:27,42.20503 93.29651,this a dry cough had me down for the count this day isn't going to be fun,1
58998,179011,5/19/2011 8:33,42.2167 93.36741,this case of the chills is so annoying today is not cool,1
59015,179084,5/18/2011 14:13,42.22538 93.36733,I am unwell I so need to lay down,1
59028,179111,5/18/2011 14:47,42.21741 93.40755,I hate this these sweats is draining me,1
59286,179797,5/19/2011 18:28,42.24189 93.31368,this aching muscles is so annoying and not feeling good tonight,1
59392,180100,5/18/2011 18:25,42.23186 93.34484,Matt has a cold being sick sucks,1
75,75,5/18/2011 11:13,42.24218 93.32607,I want to get a real tattoo. Please tell me this is a bad idea!,0
755,750,5/18/2011 20:45,42.21624 93.39037,Feasting on Nutella in the middle of an all-nighter is the perfect pick-me-up.,0
951,948,5/17/2011 19:47,42.29938 93.5086,The question isn't who is going to let me; it's who is going to stop me. Ayn Rand,0
1085,1072,5/20/2011 23:14,42.25722 93.54734,Steps of faith (faith is obedient action in response to God's voice) are always essential for success.,0
1227,1207,5/18/2011 16:05,42.25515 93.25138,I'm back  #NewTwitter!,0
1265,1239,5/20/2011 10:05,42.21889 93.42312,We'll Understand It Better By & By by Henry Dawson is now playing.,0
1347,1328,5/19/2011 17:14,42.1723 93.35762,The Devils Advocate is a pretty good movie,0
1539,1534,5/19/2011 12:10,42.2413 93.32966,Fug... Shark week has started again. One of those things i'll never understand. Why is everyone all of the sudden interested in huge fis,0
1725,1712,5/18/2011 13:23,42.24071 93.35362,It just hit me .. My road test is in like 1Oish days ! I can't wait ! Too bad I lost my permit   gotta get a new one this week ..,0
2092,2046,5/18/2011 9:32,42.21889 93.31169,Total scrotal implosion?!?! LMMFAO!! #Boondocks,0
2135,2090,5/17/2011 0:41,42.25456 93.52058,My outfit is crazy today I'm twitpic it lol,0
2556,2455,5/19/2011 10:35,42.27697 93.24259,Kayla has declining health can't stand this,0
2674,2574,5/18/2011 19:07,42.21929 93.39488,All basketball players get to bed at a decent time!,0
2724,2631,5/17/2011 18:54,42.23953 93.36121,The Secret Life of the American Teenager.,0
2956,2884,5/19/2011 15:41,42.20533 93.37519,Playing w/ new Samsung Captivate! Awesome screen but still figuring out Android.,0
3212,3190,5/17/2011 16:06,42.27019 93.47065,I must say I do love my background on my phone! I'll try find the photo  and twitpic it :D,0
3527,3474,5/19/2011 15:10,42.22151 93.36562,this a sore throat is dreadful and of all peeps why me,0
3601,3541,5/20/2011 19:49,42.20739 93.40874,Vegetarian joke: Q. What is a witch's favourite brand of sausages? A. Cauldron.,0
3682,3625,5/19/2011 13:36,42.23363 93.33565,One of the depressing parts of all this chucking out is finding (and binning) New Labour crap with a young Tony Blair promising the eart,0
4725,4682,5/20/2011 20:06,42.18881 93.3732,Just because my last name is Lopez doesn't mean I'm hispanic...my husband who i'm currently seperated from is half....lmao,0
4828,4765,5/17/2011 15:25,42.16788 93.3728,Correction,0
4878,4830,5/18/2011 15:27,42.28022 93.23859,Chub Chub...Everything is WAAYYYY Less Stressful wit u UGh Lol,0
4980,4920,5/18/2011 18:45,42.21682 93.33685,Podcast: Updike and Disraeli,0
5457,5365,5/17/2011 1:46,42.24041 93.34524,Ayye!!! can't wait til my fight next weekend. Definitely getting me a knockout!!,0
5702,5606,5/18/2011 21:22,42.19058 93.47864,This is my month of Harvest month of new beginning,0
5758,5653,5/19/2011 0:10,42.27727 93.3716,Fox News' slogan is 'Fair and Balanced.' But if you consider it  wouldn't 'I'm With Stupid' be more appropriate? #p2,0
5849,5738,5/20/2011 20:04,42.22331 93.37439,Soooo I jus found out who my ex cut buddy is now kickin it wit. Ummmmmmm.....you could have at least UPgraded. #sosad #realtalk,0
6429,6295,5/20/2011 6:08,42.29555 93.28772,Hmmm I cnt play around wit ppls feelings but I like both but I ain't gone lie da one who makes me #Blush is dat one he knw who he is,0
6485,6325,5/18/2011 17:12,42.22184 93.35362,THIS IS THE LAST MULLER CORNER! MY LIFE. IS OVER. &lt;////3,0
6515,6366,5/18/2011 5:40,42.23569 93.33405,ANDREA'S NICKNAME IS COCONUT MONKEY. x] hehehehehhehe,0
